stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
2.236,236,"Aragó - Enamorats",41.405834,2.182955,,0,,0
2.237,237,"Diagonal - Pl Reina Maria Cristina",41.388444,2.127386,,0,,0
2.238,238,"Sinaí",41.424848,2.138359,,0,,0
2.239,239,"Manuel Girona - Carles III",41.392127,2.128123,,0,,0
2.241,241,"Arquitectura - Àngel Marquès",41.429315,2.141186,,0,,0
2.243,243,"Av Gaudí - Castillejos",41.410841,2.173773,,0,,0
2.244,244,"València - Padilla",41.404688,2.179403,,0,,0
2.245,245,"Pl de la Font Castellana",41.415164,2.166882,,0,,0
2.246,246,"Camèlies - Abd el-Kader",41.413864,2.164368,,0,,0
2.248,248,"Cardenal Reig - Pintor Ribalta",41.3779,2.11579,,0,,0
2.249,249,"Pg Maragall - Borbó",41.425726,2.175451,,0,,0
2.250,250,"Diagonal - Manuel Ballbé",41.384044,2.110017,,0,,0
2.251,251,"Diagonal - Parc de Cervantes",41.383631,2.108386,,0,,0
2.252,252,"Portal de la Pau",41.376695,2.178541,,0,,0
2.253,253,"Moll de la Fusta",41.378845,2.180278,,0,,0
2.254,254,"Pg  Colom - Via Laietana",41.380449,2.181573,,0,,0
2.255,255,"Pg  Colom - Via Laietana",41.380454,2.181475,,0,,0
2.256,256,"Moll de la Fusta",41.379098,2.180379,,0,,0
2.257,257,"Portal de la Pau",41.3767,2.178442,,0,,0
2.258,258,"Pg  Santa Coloma - Pg  Torras i Bages",41.444686,2.189161,,0,,0
2.259,259,"Ctra Nacional 152 - Av l'Alzinar",41.46091,2.183157,,0,,0
2.261,261,"Pg Sant Gervasi - Pl John F Kennedy",41.410353,2.137659,,0,,0
2.262,262,"Av República Argentina - Baixada Gomis",41.411609,2.142436,,0,,0
2.263,263,"Av de Madrid - Arizala",41.377042,2.125151,,0,,0
2.264,264,"Av Ferrer i Guàrdia - Mèxic",41.371168,2.149875,,0,,0
2.265,265,"Poble Espanyol",41.369413,2.146283,,0,,0
2.266,266,"Gran Vista - Doctor Bové",41.419148,2.158198,,0,,0
2.267,267,"Doctor Bové - Penyal",41.421063,2.162704,,0,,0
2.268,268,"Doctor Bové - Gran Vista",41.419353,2.158382,,0,,0
2.269,269,"Doctor Bové - Ptge de la  Cadernera",41.420652,2.160419,,0,,0
2.270,270,"Doctor Bové - Baixada Passerell",41.420639,2.160178,,0,,0
2.271,271,"Doctor Bové - Conca de Tremp",41.419021,2.157833,,0,,0
2.272,272,"Doctor Bové - Pg de la Font de la Mulassa",41.420911,2.163092,,0,,0
2.273,273,"Hospital del Mar",41.38358,2.195021,,0,,0
2.276,276,"Av Barcelona - Marquès de Monistrol",41.368876,2.071416,,0,,0
2.277,277,"Manuel Girona - Capità Arenas",41.391352,2.125005,,0,,0
2.278,278,"Poble Sec",41.371526,2.160474,,0,,0
2.279,279,"França Xica - Concòrdia",41.372163,2.159497,,0,,0
2.280,280,"França Xica - Grases",41.372081,2.156342,,0,,0
2.281,281,"Pg de Gràcia - Diagonal",41.39614,2.160125,,0,,0
2.282,282,"Casanova - Diagonal",41.393181,2.148577,,0,,0
2.284,284,"Lepant - Diagonal",41.40242,2.179261,,0,,0
2.285,285,"Muntaner - Diagonal",41.394812,2.148471,,0,,0
2.286,286,"Via Augusta - Diagonal",41.396421,2.155036,,0,,0
2.287,287,"Calvet - Diagonal",41.39346,2.144983,,0,,0
2.289,289,"Balmes - Diagonal",41.395776,2.154022,,0,,0
2.291,291,"Carles III - Mejía Lequerica",41.38524,2.127519,,0,,0
2.293,293,"Av Joan XXIII - Pl Pius XII",41.385641,2.122614,,0,,0
2.294,294,"González Tablas - Manuel Ballbé",41.386428,2.107537,,0,,0
2.295,295,"González Tablas - Av de l'Exèrcit",41.385455,2.109486,,0,,0
2.296,296,"Av Doctor Marañón - Baldiri i Reixac",41.382055,2.113965,,0,,0
2.297,297,"Av Pedralbes - Pg  Manuel Girona",41.390002,2.118936,,0,,0
2.300,300,"Pujades - Ciutat de Granada",41.39878,2.196767,,0,,0
2.306,306,"Pg Verdum - Doctor Pi i Molist",41.435869,2.172375,,0,,0
2.307,307,"Av Gaudí",41.410032,2.175154,,0,,0
2.308,308,"València - Dos de Maig",41.406488,2.181804,,0,,0
2.309,309,"Diagonal - Complex Esportiu Universitari",41.383268,2.107874,,0,,0
2.310,310,"Diagonal - Av Doctor Marañón",41.384222,2.111612,,0,,0
2.312,312,"Comte d'Urgell - Gran Via",41.382668,2.157998,,0,,0
2.313,313,"Pg de Gràcia - Gran Via",41.390138,2.16756,,0,,0
2.315,315,"Pg  de Sant Joan - Diputació",41.395419,2.174671,,0,,0
2.316,316,"Aribau - Gran Via",41.386042,2.162533,,0,,0
2.317,317,"Pl Tetuan - Pg de Sant Joan",41.395471,2.175272,,0,,0
2.318,318,"Padilla - Gran Via",41.401357,2.182958,,0,,0
2.319,319,"Entença - Gran Via",41.378374,2.15235,,0,,0
2.320,320,"Tarragona - Parc de Joan Miró",41.376704,2.147419,,0,,0
2.321,321,"Llúria - Gran Via",41.392009,2.170423,,0,,0
2.324,324,"Ctra de Collblanc - Albéniz",41.375966,2.105988,,0,,0
2.327,327,"Pare Manyanet - Josep Soldevila",41.428153,2.194257,,0,,0
2.328,328,"Meridiana - Pegaso",41.425401,2.18649,,0,,0
2.329,329,"Av Pi i Margall - Av Catalunya",41.432803,2.215877,,0,,0
2.330,330,"Pg de Santa Eulàlia - Can Caralleu",41.403827,2.115349,,0,,0
2.334,334,"Av Granvia - Ctra Antiga del Prat",41.347448,2.11336,,0,,0
2.335,335,"Gran Capità - Av de l'Exèrcit",41.386981,2.111589,,0,,0
2.336,336,"Balmes - Via Augusta",41.40086,2.147888,,0,,0
2.337,337,"València - Muntanya",41.411226,2.188089,,0,,0
2.341,341,"Aragó - Metro Clot",41.409179,2.187879,,0,,0
2.342,342,"Cementiri de l'Est",41.394275,2.202388,,0,,0
2.343,343,"Pl de Sant Jordi",41.366328,2.144752,,0,,0
2.344,344,"Piscines Picornell - Museu Nacional",41.366087,2.153154,,0,,0
2.345,345,"Av de l'Estadi - Estadi Olímpic",41.366002,2.154544,,0,,0
2.346,346,"Estadi Olímpic",41.366164,2.155317,,0,,0
2.347,347,"Piscines Picornell - Museu Nacional",41.366539,2.151718,,0,,0
2.348,348,"Av Estadi - INEFC",41.365641,2.147886,,0,,0
2.349,349,"Av Estadi - INEFC",41.36553,2.146807,,0,,0
2.350,350,"Av de Vallcarca - Baixada de la Glòria",41.410385,2.14701,,0,,0
2.352,352,"Av de Sant Ildefons - Cirerer",41.365512,2.083071,,0,,0
2.353,353,"Av del Parc - Pl Catalunya",41.359655,2.077241,,0,,0
2.354,354,"Av del Parc - Ptge de Les Delícies",41.359391,2.074945,,0,,0
2.355,355,"Av del Parc - Mossèn Joaquim Palet",41.359194,2.072941,,0,,0
2.357,357,"Av dels Alps - Tanatori",41.355056,2.077755,,0,,0
2.358,358,"Av dels Alps - Ctra d'Esplugues",41.356433,2.073255,,0,,0
2.360,360,"Sant Adrià - Formiga",41.435793,2.201628,,0,,0
2.362,362,"Meridiana - Escòcia",41.429143,2.183648,,0,,0
2.363,363,"Felip II - Pl del Congrés",41.425887,2.179847,,0,,0
2.364,364,"Felip II - Arnau d'Oms",41.427247,2.178064,,0,,0
2.365,365,"Lletres - Dante Alighieri",41.427936,2.157915,,0,,0
2.366,366,"Pl de l'Estatut",41.430511,2.155255,,0,,0
2.368,368,"Trav de Dalt - Torrent de les Flors",41.41046,2.156636,,0,,0
2.369,369,"Pi i Margall - Escorial",41.406654,2.163165,,0,,0
2.370,370,"Pg Maragall - Greco",41.426768,2.171691,,0,,0
2.371,371,"Pg Maragall - Sabastida",41.427479,2.168463,,0,,0
2.372,372,"Av Catalunya - Àngel Guimerà",41.496029,2.183353,,0,,0
2.373,373,"Diagonal - Entença",41.390536,2.137183,,0,,0
2.374,374,"Ctra d'Horta - Pg de Valldaura",41.437274,2.153559,,0,,0
2.375,375,"Josep Tarradellas - Av.Sarrià",41.389507,2.143136,,0,,0
2.376,376,"Les Corts - Pl Dr Ignasi Barraquer",41.390115,2.140634,,0,,0
2.377,377,"Paral·lel - Rocafort",41.375108,2.1594,,0,,0
2.378,378,"Av de Roma - Entença",41.382013,2.146274,,0,,0
2.380,380,"València - Entença",41.381048,2.147948,,0,,0
2.381,381,"Clot - Biscaia",41.413988,2.190631,,0,,0
2.382,382,"Pujades - Espronceda",41.405584,2.205703,,0,,0
2.383,383,"Gran Via - Espronceda",41.411677,2.197643,,0,,0
2.385,385,"Gran Via - Bilbao",41.409045,2.194762,,0,,0
2.387,387,"Clot - Pont de Bac de Roda",41.414917,2.190514,,0,,0
2.388,388,"Saldes",41.428945,2.134501,,0,,0
2.389,389,"Pl Espanya - FGC",41.374291,2.148575,,0,,0
2.390,390,"Tarragona - Pl Espanya",41.37592,2.148445,,0,,0
2.391,391,"Metro Hostafrancs",41.375153,2.144895,,0,,0
2.392,392,"Creu Coberta - Pl Espanya",41.375102,2.147507,,0,,0
2.393,393,"Av Reina Maria Cristina - Pl Espanya",41.373857,2.150082,,0,,0
2.394,394,"Tarragona - Pl Espanya",41.375706,2.148726,,0,,0
2.395,395,"Marquès de Sentmenat - Equador",41.385421,2.141561,,0,,0
2.396,396,"Berlín - Numància",41.383507,2.139746,,0,,0
2.397,397,"Josep Tarradellas - Entença",41.386403,2.142477,,0,,0
2.398,398,"Guipúscoa - Julián Besteiro",41.416481,2.19757,,0,,0
2.399,399,"Llull - Selva de Mar",41.407024,2.210207,,0,,0
2.400,400,"Centre Mèdic Delfos",41.413423,2.142903,,0,,0
2.402,402,"Dante Alighieri - Santa Joana d'Arc",41.427878,2.158823,,0,,0
2.406,406,"Pg Valldaura - Rambla Caçador",41.43863,2.173479,,0,,0
2.407,407,"Av Indústria - Carretera Reial",41.380429,2.066954,,0,,0
2.408,408,"Av Indústria - Salvador Espriu",41.381567,2.068519,,0,,0
2.409,409,"Sagrera - Parc de la Pegaso",41.426317,2.190916,,0,,0
2.410,410,"Pl Eivissa - Horta",41.430482,2.161101,,0,,0
2.411,411,"Tajo - Metro Horta",41.429541,2.160865,,0,,0
2.412,412,"Carles III - Les Corts",41.381833,2.128008,,0,,0
2.413,413,"Av Litoral - Trelawny",41.386258,2.194843,,0,,0
2.420,420,"Can Clos",41.360712,2.147294,,0,,0
2.421,421,"Gran Via - Farell",41.371993,2.14495,,0,,0
2.422,422,"Via Sant Antoni Abat",41.35656,2.150945,,0,,0
2.423,423,"Gran Vista - Turó de la Rovira",41.420212,2.164008,,0,,0
2.424,424,"Garriga i Roca - Camil Oliveras",41.421236,2.169714,,0,,0
2.425,425,"Montserrat de Casanovas - Parc del Guinardó",41.423177,2.169516,,0,,0
2.426,426,"Montserrat de Casanovas - Ptge Pedrell",41.424,2.167981,,0,,0
2.427,427,"Pedrell - Canonge Almera",41.423884,2.162029,,0,,0
2.428,428,"Pg  Valldaura - Fabra i Puig",41.439197,2.16576,,0,,0
2.430,430,"Parc Turó de la Peira",41.433576,2.163193,,0,,0
2.431,431,"Meridiana - Dublín",41.427451,2.18515,,0,,0
2.432,432,"Meridiana - Parc de Can Dragó",41.43563,2.183798,,0,,0
2.435,435,"Arenys - Rossell",41.42276,2.145477,,0,,0
2.436,436,"Arenys - Fastenrath",41.422048,2.143006,,0,,0
2.437,437,"Pl del Nen de la Rutlla",41.41858,2.171943,,0,,0
2.440,440,"Via Júlia - Sant Francesc Xavier",41.441594,2.177585,,0,,0
2.441,441,"Gran Vista - Pl de la Mitja Lluna",41.420126,2.164919,,0,,0
2.442,442,"Comte d'Urgell - Floridablanca",41.380886,2.160363,,0,,0
2.444,444,"Entença - Floridablanca",41.37565,2.155956,,0,,0
2.445,445,"Pedrell - Ptge Gabarnet",41.423111,2.15869,,0,,0
2.446,446,"Montserrat de Casanovas - Pg Font d'En Fargas",41.423711,2.164955,,0,,0
2.447,447,"Verge de Montserrat - França",41.41483,2.164891,,0,,0
2.449,449,"Pg  Zona Franca - Ctra del Prat",41.36207,2.13745,,0,,0
2.450,450,"Pg  Zona Franca - Foneria",41.359573,2.139622,,0,,0
2.453,453,"Via Barcino - Foradada",41.452811,2.193779,,0,,0
2.454,454,"Sagrera - Martí Molins",41.423025,2.191082,,0,,0
2.455,455,"Meridiana - La Sagrera",41.421937,2.18676,,0,,0
2.458,458,"Pl Pius XII",41.386964,2.121553,,0,,0
2.459,459,"Verge de Montserrat - Gènova",41.416499,2.170129,,0,,0
2.460,460,"Verge de Montserrat - Francesc Alegre",41.415726,2.16773,,0,,0
2.464,464,"Gran Via - Bac de Roda",41.411085,2.197428,,0,,0
2.466,466,"Gran Via - Pl dels Porxos",41.413905,2.200618,,0,,0
2.469,469,"Rambla Prim - Ferrer Bassa",41.415112,2.214694,,0,,0
2.470,470,"Jacint Verdaguer - Estudis TV3",41.373479,2.068662,,0,,0
2.471,471,"Aiguablava - Via Favència",41.447098,2.180495,,0,,0
2.472,472,"Pl Europa",41.357419,2.126404,,0,,0
2.475,475,"Pg Maragall - Dante Alighieri",41.428688,2.162847,,0,,0
2.476,476,"Rambla del Carmel",41.426037,2.158313,,0,,0
2.477,477,"Rambla del Carmel - Dante Alighieri",41.4272,2.157241,,0,,0
2.478,478,"Av Vallcarca - Centre Mèdic Delfos",41.41401,2.143119,,0,,0
2.479,479,"Av Madrid - Carles III",41.378931,2.128468,,0,,0
2.481,481,"Maria Cristina - Carles III",41.389326,2.128028,,0,,0
2.482,482,"Les Corts - Maternitat",41.381215,2.126648,,0,,0
2.483,483,"Diagonal - Numància",41.389513,2.131617,,0,,0
2.484,484,"Les Corts - Vallespir",41.385515,2.132725,,0,,0
2.485,485,"Mercat de Les Corts",41.383691,2.129908,,0,,0
2.487,487,"Mitre - Prat de la Riba",41.393274,2.131301,,0,,0
2.488,488,"Pl del Centre",41.381993,2.135728,,0,,0
2.491,491,"Diagonal - Joan Güell",41.388026,2.128122,,0,,0
2.492,492,"Diagonal - Av Joan XXIII",41.386932,2.122985,,0,,0
2.493,493,"Diagonal - Gran Via Carles III",41.387589,2.125577,,0,,0
2.494,494,"Diagonal - Gandesa",41.388443,2.128934,,0,,0
2.495,495,"Verge de Montserrat - Cartagena",41.416051,2.169892,,0,,0
2.496,496,"Pg Torras i Bages - Residència",41.439415,2.190909,,0,,0
2.497,497,"Alcàntara - Garigliano",41.445521,2.17243,,0,,0
2.499,499,"Gran Via - Padilla",41.400301,2.182905,,0,,0
2.501,501,"Colònia Tibidabo",41.420798,2.119336,,0,,0
2.502,502,"Diagonal - Girona",41.398164,2.166346,,0,,0
2.503,503,"Metro Tetuan",41.393762,2.173666,,0,,0
2.504,504,"Mallorca - Girona",41.398062,2.168071,,0,,0
2.505,505,"Trav de Dalt - La Granja",41.408841,2.153526,,0,,0
2.506,506,"Biscaia - Ctra de Mataró",41.423547,2.210998,,0,,0
2.508,508,"Pl dels Indians",41.42356,2.182623,,0,,0
2.509,509,"Pl dels Indians",41.4236,2.182839,,0,,0
2.510,510,"Meridiana - La Sagrera",41.421402,2.18709,,0,,0
2.511,511,"Meridiana - Cardenal Tedeschini",41.42502,2.186341,,0,,0
2.512,512,"Av de Sarrià - Mestre Villa",41.392216,2.132932,,0,,0
2.515,515,"Balmes - Pàdua",41.40305,2.143959,,0,,0
2.516,516,"Carles III - Numància",41.391686,2.129244,,0,,0
2.517,517,"Balmes - Pl John F. Kennedy",41.409236,2.137263,,0,,0
2.519,519,"Balmes - Pl Joaquim Folguera",41.40544,2.139226,,0,,0
2.520,520,"Av de Sarrià - Diagonal",41.391592,2.136995,,0,,0
2.522,522,"Via Augusta - Pl Orient",41.397684,2.128363,,0,,0
2.523,523,"Via Augusta - Ronda General Mitre",41.397695,2.132077,,0,,0
2.524,524,"Diagonal - Ganduxer",41.39165,2.140023,,0,,0
2.525,525,"Via Augusta - Modolell",41.397855,2.136675,,0,,0
2.526,526,"Ganduxer - Alacant",41.400186,2.133574,,0,,0
2.527,527,"Ganduxer - Emancipació",41.403153,2.131277,,0,,0
2.528,528,"Via Augusta - Ronda General Mitre",41.397699,2.133682,,0,,0
2.529,529,"Mitre - Mandri",41.40065,2.135367,,0,,0
2.531,531,"Pg Bonanova - Anglí",41.400977,2.123447,,0,,0
2.532,532,"Pg Bonanova - Escoles Pies",41.403366,2.127723,,0,,0
2.533,533,"Av de Vallcarca - Gomis",41.411882,2.1444,,0,,0
2.534,534,"Pl Alfonso Comín - Av República Argentina",41.414496,2.138262,,0,,0
2.536,536,"Av Barcelona - Mare de Déu de Montserrat",41.368082,2.067861,,0,,0
2.540,540,"Gran Via - Agricultura",41.415968,2.20337,,0,,0
2.541,541,"Guipúscoa - Treball",41.41816,2.199804,,0,,0
2.542,542,"Guipúscoa - Cantàbria",41.420063,2.201754,,0,,0
2.544,544,"Gran Vista - Doctor Bové",41.419004,2.158039,,0,,0
2.545,545,"Gran Vista - IES Ferran Tallada",41.420791,2.161667,,0,,0
2.546,546,"IES Ferran Tallada",41.420692,2.161841,,0,,0
2.547,547,"Metro Zona Universitària",41.384729,2.111443,,0,,0
2.548,548,"Zona Universitària - Escola A E Empresarials",41.384695,2.111024,,0,,0
2.549,549,"Av d'Esplugues - Av Pearson",41.392138,2.111625,,0,,0
2.550,550,"Av d'Esplugues - Dr Joaquim Albarrán",41.38994,2.109029,,0,,0
2.552,552,"Av d'Esplugues - Eduard Toldrà",41.387881,2.106576,,0,,0
2.554,554,"Sor Eulàlia d'Anzizu - González Tablas",41.387035,2.108666,,0,,0
2.556,556,"Zona Universitària",41.384595,2.110914,,0,,0
2.557,557,"Lesseps - Av Príncep d'Asturies",41.406118,2.149836,,0,,0
2.559,559,"Pl Molina",41.401407,2.147377,,0,,0
2.560,560,"Villarroel - Gran Via",41.38329,2.159201,,0,,0
2.561,561,"Pg de Gràcia - Casp",41.388912,2.169251,,0,,0
2.562,562,"Balmes - Gran Via",41.387613,2.164736,,0,,0
2.564,564,"Muntaner - Diputació",41.38614,2.159951,,0,,0
2.565,565,"Rambla Prim - Bernat Metge",41.418386,2.210326,,0,,0
2.567,567,"Bilbao - Andrade",41.410073,2.193691,,0,,0
2.569,569,"Extremadura - Pl Clementina Arderiu",41.422487,2.211272,,0,,0
2.570,570,"Lepant - Plaça de Toros Monumental",41.400444,2.181824,,0,,0
2.571,571,"Sant Pere d'Abanto - Moianès",41.371723,2.142975,,0,,0
2.572,572,"Besòs - Verneda",41.422294,2.210391,,0,,0
2.574,574,"Rambla Prim - Andrade",41.42001,2.207257,,0,,0
2.576,576,"Roger de Flor - Gran Via",41.39524,2.177435,,0,,0
2.577,577,"Metro Pg de Gràcia",41.389919,2.16752,,0,,0
2.578,578,"Bac de Roda - Bolívia",41.409763,2.201133,,0,,0
2.581,581,"Rambla Marina - Ermita de Bellvitge",41.349912,2.11121,,0,,0
2.584,584,"Metro Pl de Sants",41.375312,2.13681,,0,,0
2.585,585,"Av Remolar - Riu Tajo",41.317882,2.091617,,0,,0
2.586,586,"Pg  Valldaura - Mercat Guineueta",41.439012,2.169728,,0,,0
2.588,588,"Sant Adrià - Bon Pastor",41.436527,2.208297,,0,,0
2.589,589,"Lima - Sas",41.439208,2.204819,,0,,0
2.590,590,"Laureà Miró - Sant Llorenç",41.37709,2.092859,,0,,0
2.591,591,"Av d'Esplugues - Hospital Sant Joan de Déu",41.384924,2.103973,,0,,0
2.592,592,"Laureà Miró - Josep Campreciós",41.377485,2.086646,,0,,0
2.594,594,"Av Catalunya - Puigcerdà",41.495993,2.183456,,0,,0
2.597,597,"Ctra de L'Hospitalet - Av Fama",41.35382,2.079924,,0,,0
2.598,598,"Ctra de L'Hospitalet - Parc de Can Mercader",41.355783,2.084528,,0,,0
2.603,603,"Lima - Ciutat d'Asunción",41.439198,2.200792,,0,,0
2.604,604,"Pi i Margall - Pl Joanic",41.406378,2.163343,,0,,0
2.605,605,"Pg Vall d'Hebron - Av de Vallcarca",41.419343,2.139821,,0,,0
2.607,607,"Pg Vall d'Hebron - Velòdrom",41.43719,2.149735,,0,,0
2.609,609,"Rubió i Ors - Sant Isidre",41.352435,2.073082,,0,,0
2.610,610,"Santaló - Plató",41.399791,2.140717,,0,,0
2.611,611,"Pl d'Adrià",41.400995,2.13924,,0,,0
2.612,612,"Muntaner - Pl Bonanova",41.405851,2.134061,,0,,0
2.613,613,"Muntaner - Mitre",41.403055,2.13754,,0,,0
2.614,614,"Pg Vall d'Hebron - Av Can Marcet",41.435625,2.148345,,0,,0
2.615,615,"Campoamor - Av Estatut de Catalunya",41.435131,2.154373,,0,,0
2.616,616,"Campoamor - Rectoria",41.432919,2.158051,,0,,0
2.618,618,"Cantàbria - Pl del Ram de l'Aigua",41.42001,2.201162,,0,,0
2.619,619,"Cantàbria - Menorca",41.421558,2.198677,,0,,0
2.621,621,"Bac de Roda - Rambla de Guipúscoa",41.414991,2.194212,,0,,0
2.622,622,"Pg Bonanova",41.399968,2.123345,,0,,0
2.623,623,"Palamós - Sa Tuna",41.451491,2.187607,,0,,0
2.624,624,"Palamós - Sa Tuna",41.451128,2.187399,,0,,0
2.626,626,"Verge de Montserrat - La Bisbal",41.417988,2.171696,,0,,0
2.627,627,"Londres - Calàbria",41.388473,2.144036,,0,,0
2.628,628,"Berlín - Josep Tarradellas",41.384995,2.141957,,0,,0
2.629,629,"Numància - Berlín",41.382759,2.139451,,0,,0
2.630,630,"Av de Sarrià - Josep Tarradellas",41.390403,2.144807,,0,,0
2.632,632,"Fructuós Gelabert - Sant Martí de l'Erm",41.372779,2.067427,,0,,0
2.633,633,"Pg de Sant Joan - Indústria",41.402752,2.16476,,0,,0
2.634,634,"Lepant - Sant Antoni Maria Claret",41.408205,2.17157,,0,,0
2.635,635,"Dos de Maig - St Antoni M Claret",41.41157,2.175979,,0,,0
2.638,638,"Av de la Ribera - Mercat Municipal",41.484988,2.190971,,0,,0
2.639,639,"Av Mossèn Joaquim Castellví - Rbla Països Catalans",41.48751,2.1883,,0,,0
2.640,640,"Rambla dels Països Catalans - Torras i Bages",41.489369,2.186709,,0,,0
2.641,641,"Gran de Sant Andreu - Fabra i Puig",41.429289,2.190011,,0,,0
2.642,642,"La Miranda - Pl Catalunya",41.36002,2.078232,,0,,0
2.643,643,"Ctra d'Esplugues - Les Garrigues",41.367586,2.079059,,0,,0
2.644,644,"Av de Cornellà - Milà i Pí",41.371856,2.082928,,0,,0
2.645,645,"Av de Cornellà - Gall",41.369715,2.080805,,0,,0
2.647,647,"Rambla Marina - Av Granvia",41.349755,2.111914,,0,,0
2.648,648,"Rambla Marina - Polígon de Bellvitge",41.352532,2.109417,,0,,0
2.649,649,"Pg Maragall - Mossèn Josep  Bundó",41.427385,2.168007,,0,,0
2.650,650,"Pl Catalana - Mascaró",41.421847,2.173151,,0,,0
2.651,651,"Mercat Mare de Déu de la Mercè",41.430276,2.173212,,0,,0
2.652,652,"Pg Maragall - Amílcar",41.426497,2.172102,,0,,0
2.654,654,"Av Miramar - Fundació Joan Miró",41.36777,2.159774,,0,,0
2.655,655,"Av Miramar - Estació del Funicular",41.368876,2.162943,,0,,0
2.656,656,"Av Miramar - Escoles del Bosc",41.368937,2.161944,,0,,0
2.657,657,"Fundació Joan Miró - Pl Neptú",41.367861,2.159631,,0,,0
2.659,659,"Ctra d'Esplugues - Joan Maragall",41.356136,2.071682,,0,,0
2.661,661,"Aragó - Independència",41.407251,2.184862,,0,,0
2.662,662,"Marina - Pl dels Voluntaris",41.388373,2.195587,,0,,0
2.663,663,"Av Banús Baixa - Av Generalitat",41.44472,2.210815,,0,,0
2.666,666,"Av Banús Baixa - Camprodon",41.446324,2.214053,,0,,0
2.667,667,"Via Laietana - Correus",41.382449,2.18061,,0,,0
2.669,669,"Bucle Entrada Recinte Cementiri",41.466226,2.156184,,0,,0
2.670,670,"Agrupació número 1.2 - Jardí del Repòs",41.460527,2.158058,,0,,0
2.671,671,"Agrupacions números 8 i 14",41.458418,2.162563,,0,,0
2.673,673,"Agrupació número 12·13 - Fossar",41.459294,2.162849,,0,,0
2.674,674,"Agrupació número 14·15",41.460036,2.161238,,0,,0
2.675,675,"Agrupació número 15",41.460617,2.15949,,0,,0
2.676,676,"Agrupació número 16 entrada",41.462296,2.158923,,0,,0
2.678,678,"Agrupació número 16 sortida",41.462329,2.158825,,0,,0
2.680,680,"Bucle Sortida Recinte Cementiri",41.466161,2.156024,,0,,0
2.681,681,"Av Jordà - Idumea",41.426647,2.138919,,0,,0
2.682,682,"Cementiri de l'Est",41.394427,2.201577,,0,,0
2.683,683,"Natzaret - Lledoner",41.425867,2.136233,,0,,0
2.684,684,"Pl Sant Agustí",41.35784,2.155914,,0,,0
2.685,685,"Via Santa Eulàlia - Rda Litoral",41.353046,2.154313,,0,,0
2.686,686,"Pl de l'Esperança",41.353856,2.156254,,0,,0
2.687,687,"Pl de la Caritat",41.355387,2.155375,,0,,0
2.688,688,"Pl Sant Rafael",41.355068,2.153848,,0,,0
2.689,689,"Pl Sant Francesc",41.356288,2.157677,,0,,0
2.690,690,"Via Sant Jordi - Via Sant Sever",41.355205,2.157267,,0,,0
2.691,691,"Via Sant Jaume - Via Santíssima Trinitat",41.356268,2.15474,,0,,0
2.692,692,"Via Santíssima Trinitat",41.356014,2.151737,,0,,0
2.693,693,"Via Santíssima Trinitat - Pl Sant Agustí",41.35677,2.153971,,0,,0
2.694,694,"Via Sant Antoni Abat - Via Santíssima Trinitat",41.355557,2.151379,,0,,0
2.695,695,"Via Sant Jaume",41.356062,2.154188,,0,,0
2.696,696,"Via Sant Francesc",41.354755,2.153621,,0,,0
2.697,697,"Pallars - Zamora",41.395974,2.190915,,0,,0
2.698,698,"Av Icària - Joan Miró",41.390423,2.196311,,0,,0
2.699,699,"Benet Mateu - Manuel de Falla",41.393853,2.12624,,0,,0
2.700,700,"Pg Calvell - Rambla del Poblenou",41.397447,2.206519,,0,,0
2.701,701,"Els Vergós",41.397076,2.127003,,0,,0
2.702,702,"Pl Artós",41.395547,2.125619,,0,,0
2.703,703,"Ronda Sant Antoni - Pl Goya",41.383044,2.163775,,0,,0
2.704,704,"Parc de la Vall d'Hebron",41.431312,2.145728,,0,,0
2.705,705,"Meridiana - Josep Estivill",41.416295,2.187072,,0,,0
2.707,707,"Sants - Badal",41.375418,2.13188,,0,,0
2.708,708,"Pl de Sants",41.375368,2.134317,,0,,0
2.709,709,"Les Corts - Carles III",41.382732,2.128836,,0,,0
2.711,711,"Av Pedralbes - Cavallers",41.392903,2.115193,,0,,0
2.712,712,"Av de l'Exèrcit - Trias i Giró",41.385674,2.11118,,0,,0
2.713,713,"CAP Vallcarca",41.415485,2.142255,,0,,0
2.716,716,"Gran Via - Bilbao",41.409605,2.194869,,0,,0
2.717,717,"Gran Via - Selva de Mar",41.413669,2.200884,,0,,0
2.719,719,"Pg de Josep Carner - Jardins de Walter Benjamin",41.373072,2.175363,,0,,0
2.721,721,"Pg de Josep Carner - Pg de Montjuïc",41.371453,2.174319,,0,,0
2.722,722,"Paral·lel - Cabanes",41.374794,2.170635,,0,,0
2.723,723,"Paral·lel - Drassanes",41.374513,2.174799,,0,,0
2.725,725,"Mina de la Ciutat - Les Torres",41.446921,2.173469,,0,,0
2.727,727,"Lisboa - Porto",41.429139,2.157599,,0,,0
2.728,728,"Balmes - Almirall Oquendo",41.431146,2.20774,,0,,0
2.729,729,"Balmes - Alarcón",41.429628,2.210868,,0,,0
2.731,731,"Pg Torras i Bages - Els Segadors",41.436976,2.191278,,0,,0
2.732,732,"Av Jordà - Judea",41.42516,2.140704,,0,,0
2.733,733,"Av Jordà - Nínive",41.426617,2.138543,,0,,0
2.734,734,"Av Jordà - Natzaret",41.427023,2.136988,,0,,0
