service_id,date,exception_type
96,20180603,1
103,20180603,1
105,20180603,1
20,20180604,1
85,20180604,1
97,20180604,1
104,20180604,1
109,20180604,1
20,20180605,1
85,20180605,1
97,20180605,1
104,20180605,1
109,20180605,1
20,20180606,1
85,20180606,1
97,20180606,1
104,20180606,1
109,20180606,1
20,20180607,1
85,20180607,1
97,20180607,1
104,20180607,1
109,20180607,1
21,20180608,1
86,20180608,1
98,20180608,1
104,20180608,1
110,20180608,1
22,20180609,1
88,20180609,1
99,20180609,1
103,20180609,1
108,20180609,1
23,20180610,1
89,20180610,1
96,20180610,1
103,20180610,1
105,20180610,1
24,20180611,1
85,20180611,1
97,20180611,1
104,20180611,1
109,20180611,1
25,20180612,1
85,20180612,1
97,20180612,1
104,20180612,1
109,20180612,1
24,20180613,1
85,20180613,1
97,20180613,1
104,20180613,1
109,20180613,1
25,20180614,1
85,20180614,1
97,20180614,1
104,20180614,1
109,20180614,1
26,20180615,1
86,20180615,1
98,20180615,1
104,20180615,1
110,20180615,1
27,20180616,1
88,20180616,1
99,20180616,1
103,20180616,1
108,20180616,1
28,20180617,1
89,20180617,1
96,20180617,1
103,20180617,1
105,20180617,1
29,20180618,1
85,20180618,1
97,20180618,1
104,20180618,1
109,20180618,1
30,20180619,1
85,20180619,1
97,20180619,1
104,20180619,1
109,20180619,1
29,20180620,1
85,20180620,1
97,20180620,1
104,20180620,1
109,20180620,1
30,20180621,1
85,20180621,1
97,20180621,1
104,20180621,1
109,20180621,1
31,20180622,1
86,20180622,1
98,20180622,1
104,20180622,1
110,20180622,1
4,20180623,1
88,20180623,1
99,20180623,1
103,20180623,1
108,20180623,1
32,20180624,1
89,20180624,1
96,20180624,1
103,20180624,1
105,20180624,1
33,20180625,1
85,20180625,1
97,20180625,1
103,20180625,1
109,20180625,1
33,20180626,1
85,20180626,1
97,20180626,1
103,20180626,1
109,20180626,1
33,20180627,1
85,20180627,1
97,20180627,1
103,20180627,1
109,20180627,1
34,20180628,1
85,20180628,1
97,20180628,1
103,20180628,1
109,20180628,1
35,20180629,1
86,20180629,1
98,20180629,1
103,20180629,1
110,20180629,1
36,20180630,1
88,20180630,1
99,20180630,1
103,20180630,1
108,20180630,1
37,20180701,1
89,20180701,1
96,20180701,1
103,20180701,1
105,20180701,1
38,20180702,1
85,20180702,1
97,20180702,1
103,20180702,1
106,20180702,1
39,20180703,1
85,20180703,1
97,20180703,1
103,20180703,1
106,20180703,1
39,20180704,1
85,20180704,1
97,20180704,1
103,20180704,1
106,20180704,1
39,20180705,1
85,20180705,1
97,20180705,1
103,20180705,1
106,20180705,1
40,20180706,1
86,20180706,1
98,20180706,1
103,20180706,1
107,20180706,1
41,20180707,1
88,20180707,1
99,20180707,1
103,20180707,1
108,20180707,1
42,20180708,1
89,20180708,1
96,20180708,1
103,20180708,1
105,20180708,1
39,20180709,1
85,20180709,1
97,20180709,1
103,20180709,1
106,20180709,1
39,20180710,1
85,20180710,1
97,20180710,1
103,20180710,1
106,20180710,1
39,20180711,1
85,20180711,1
97,20180711,1
103,20180711,1
106,20180711,1
39,20180712,1
85,20180712,1
97,20180712,1
103,20180712,1
106,20180712,1
40,20180713,1
86,20180713,1
98,20180713,1
103,20180713,1
107,20180713,1
41,20180714,1
88,20180714,1
99,20180714,1
103,20180714,1
108,20180714,1
42,20180715,1
89,20180715,1
96,20180715,1
103,20180715,1
105,20180715,1
39,20180716,1
85,20180716,1
97,20180716,1
103,20180716,1
106,20180716,1
39,20180717,1
85,20180717,1
97,20180717,1
103,20180717,1
106,20180717,1
39,20180718,1
85,20180718,1
97,20180718,1
103,20180718,1
106,20180718,1
39,20180719,1
85,20180719,1
97,20180719,1
103,20180719,1
106,20180719,1
40,20180720,1
86,20180720,1
98,20180720,1
103,20180720,1
107,20180720,1
41,20180721,1
88,20180721,1
99,20180721,1
103,20180721,1
108,20180721,1
42,20180722,1
89,20180722,1
96,20180722,1
103,20180722,1
105,20180722,1
39,20180723,1
85,20180723,1
97,20180723,1
103,20180723,1
106,20180723,1
39,20180724,1
85,20180724,1
97,20180724,1
103,20180724,1
106,20180724,1
43,20180725,1
85,20180725,1
97,20180725,1
103,20180725,1
106,20180725,1
43,20180726,1
85,20180726,1
97,20180726,1
103,20180726,1
106,20180726,1
40,20180727,1
86,20180727,1
98,20180727,1
103,20180727,1
107,20180727,1
41,20180728,1
88,20180728,1
99,20180728,1
103,20180728,1
108,20180728,1
44,20180729,1
89,20180729,1
96,20180729,1
103,20180729,1
105,20180729,1
43,20180730,1
85,20180730,1
97,20180730,1
103,20180730,1
106,20180730,1
43,20180731,1
85,20180731,1
97,20180731,1
103,20180731,1
106,20180731,1
43,20180801,1
85,20180801,1
97,20180801,1
103,20180801,1
106,20180801,1
43,20180802,1
85,20180802,1
97,20180802,1
103,20180802,1
106,20180802,1
40,20180803,1
86,20180803,1
98,20180803,1
103,20180803,1
107,20180803,1
41,20180804,1
88,20180804,1
99,20180804,1
103,20180804,1
108,20180804,1
44,20180805,1
89,20180805,1
96,20180805,1
103,20180805,1
105,20180805,1
45,20180806,1
93,20180806,1
97,20180806,1
103,20180806,1
114,20180806,1
45,20180807,1
93,20180807,1
97,20180807,1
103,20180807,1
114,20180807,1
45,20180808,1
93,20180808,1
97,20180808,1
103,20180808,1
114,20180808,1
45,20180809,1
93,20180809,1
97,20180809,1
103,20180809,1
114,20180809,1
46,20180810,1
94,20180810,1
98,20180810,1
103,20180810,1
115,20180810,1
41,20180811,1
88,20180811,1
99,20180811,1
103,20180811,1
108,20180811,1
44,20180812,1
95,20180812,1
96,20180812,1
103,20180812,1
105,20180812,1
47,20180813,1
93,20180813,1
97,20180813,1
103,20180813,1
113,20180813,1
48,20180814,1
94,20180814,1
97,20180814,1
103,20180814,1
116,20180814,1
49,20180815,1
95,20180815,1
96,20180815,1
103,20180815,1
105,20180815,1
47,20180816,1
93,20180816,1
97,20180816,1
103,20180816,1
113,20180816,1
48,20180817,1
94,20180817,1
98,20180817,1
103,20180817,1
116,20180817,1
50,20180818,1
88,20180818,1
99,20180818,1
103,20180818,1
108,20180818,1
49,20180819,1
95,20180819,1
96,20180819,1
103,20180819,1
105,20180819,1
47,20180820,1
93,20180820,1
97,20180820,1
103,20180820,1
113,20180820,1
47,20180821,1
93,20180821,1
97,20180821,1
103,20180821,1
113,20180821,1
47,20180822,1
93,20180822,1
97,20180822,1
103,20180822,1
113,20180822,1
47,20180823,1
93,20180823,1
97,20180823,1
103,20180823,1
113,20180823,1
48,20180824,1
94,20180824,1
98,20180824,1
103,20180824,1
116,20180824,1
50,20180825,1
88,20180825,1
99,20180825,1
103,20180825,1
108,20180825,1
49,20180826,1
95,20180826,1
96,20180826,1
103,20180826,1
105,20180826,1
51,20180827,1
93,20180827,1
97,20180827,1
103,20180827,1
114,20180827,1
51,20180828,1
93,20180828,1
97,20180828,1
103,20180828,1
114,20180828,1
51,20180829,1
93,20180829,1
97,20180829,1
103,20180829,1
114,20180829,1
51,20180830,1
93,20180830,1
97,20180830,1
103,20180830,1
114,20180830,1
52,20180831,1
94,20180831,1
98,20180831,1
103,20180831,1
115,20180831,1
50,20180901,1
88,20180901,1
99,20180901,1
103,20180901,1
108,20180901,1
49,20180902,1
89,20180902,1
96,20180902,1
103,20180902,1
105,20180902,1
53,20180903,1
85,20180903,1
97,20180903,1
103,20180903,1
109,20180903,1
53,20180904,1
85,20180904,1
97,20180904,1
103,20180904,1
109,20180904,1
53,20180905,1
85,20180905,1
97,20180905,1
103,20180905,1
109,20180905,1
53,20180906,1
85,20180906,1
97,20180906,1
103,20180906,1
109,20180906,1
54,20180907,1
86,20180907,1
98,20180907,1
103,20180907,1
110,20180907,1
41,20180908,1
88,20180908,1
99,20180908,1
103,20180908,1
108,20180908,1
42,20180909,1
89,20180909,1
96,20180909,1
103,20180909,1
105,20180909,1
54,20180910,1
86,20180910,1
97,20180910,1
103,20180910,1
110,20180910,1
55,20180911,1
85,20180911,1
96,20180911,1
103,20180911,1
106,20180911,1
56,20180912,1
85,20180912,1
97,20180912,1
100,20180912,1
109,20180912,1
56,20180913,1
85,20180913,1
97,20180913,1
100,20180913,1
109,20180913,1
57,20180914,1
86,20180914,1
98,20180914,1
100,20180914,1
110,20180914,1
4,20180915,1
88,20180915,1
99,20180915,1
103,20180915,1
108,20180915,1
5,20180916,1
89,20180916,1
96,20180916,1
103,20180916,1
105,20180916,1
56,20180917,1
85,20180917,1
97,20180917,1
104,20180917,1
109,20180917,1
56,20180918,1
85,20180918,1
97,20180918,1
104,20180918,1
109,20180918,1
56,20180919,1
85,20180919,1
97,20180919,1
104,20180919,1
109,20180919,1
56,20180920,1
85,20180920,1
97,20180920,1
104,20180920,1
109,20180920,1
58,20180921,1
86,20180921,1
98,20180921,1
104,20180921,1
110,20180921,1
59,20180922,1
88,20180922,1
99,20180922,1
103,20180922,1
108,20180922,1
60,20180923,1
88,20180923,1
96,20180923,1
103,20180923,1
108,20180923,1
61,20180924,1
85,20180924,1
97,20180924,1
103,20180924,1
113,20180924,1
56,20180925,1
85,20180925,1
97,20180925,1
104,20180925,1
109,20180925,1
56,20180926,1
85,20180926,1
97,20180926,1
104,20180926,1
109,20180926,1
56,20180927,1
85,20180927,1
97,20180927,1
104,20180927,1
109,20180927,1
57,20180928,1
86,20180928,1
98,20180928,1
104,20180928,1
110,20180928,1
4,20180929,1
88,20180929,1
96,20180929,1
103,20180929,1
108,20180929,1
5,20180930,1
89,20180930,1
96,20180930,1
103,20180930,1
105,20180930,1
56,20181001,1
85,20181001,1
97,20181001,1
104,20181001,1
109,20181001,1
56,20181002,1
85,20181002,1
97,20181002,1
104,20181002,1
109,20181002,1
56,20181003,1
85,20181003,1
97,20181003,1
104,20181003,1
109,20181003,1
56,20181004,1
85,20181004,1
97,20181004,1
104,20181004,1
109,20181004,1
57,20181005,1
86,20181005,1
98,20181005,1
104,20181005,1
110,20181005,1
4,20181006,1
88,20181006,1
99,20181006,1
103,20181006,1
108,20181006,1
5,20181007,1
89,20181007,1
96,20181007,1
103,20181007,1
105,20181007,1
56,20181008,1
85,20181008,1
97,20181008,1
104,20181008,1
109,20181008,1
56,20181009,1
85,20181009,1
97,20181009,1
104,20181009,1
109,20181009,1
56,20181010,1
85,20181010,1
97,20181010,1
104,20181010,1
109,20181010,1
57,20181011,1
86,20181011,1
97,20181011,1
104,20181011,1
110,20181011,1
4,20181012,1
88,20181012,1
96,20181012,1
103,20181012,1
108,20181012,1
4,20181013,1
88,20181013,1
99,20181013,1
103,20181013,1
108,20181013,1
5,20181014,1
89,20181014,1
96,20181014,1
103,20181014,1
105,20181014,1
56,20181015,1
85,20181015,1
97,20181015,1
104,20181015,1
109,20181015,1
56,20181016,1
85,20181016,1
97,20181016,1
104,20181016,1
109,20181016,1
56,20181017,1
85,20181017,1
97,20181017,1
104,20181017,1
109,20181017,1
56,20181018,1
85,20181018,1
97,20181018,1
104,20181018,1
109,20181018,1
57,20181019,1
86,20181019,1
98,20181019,1
104,20181019,1
110,20181019,1
4,20181020,1
88,20181020,1
99,20181020,1
103,20181020,1
108,20181020,1
5,20181021,1
89,20181021,1
96,20181021,1
103,20181021,1
105,20181021,1
56,20181022,1
85,20181022,1
97,20181022,1
104,20181022,1
109,20181022,1
56,20181023,1
85,20181023,1
97,20181023,1
104,20181023,1
109,20181023,1
56,20181024,1
85,20181024,1
97,20181024,1
104,20181024,1
109,20181024,1
56,20181025,1
85,20181025,1
97,20181025,1
104,20181025,1
109,20181025,1
57,20181026,1
86,20181026,1
98,20181026,1
104,20181026,1
110,20181026,1
4,20181027,1
88,20181027,1
99,20181027,1
100,20181027,1
108,20181027,1
5,20181028,1
89,20181028,1
96,20181028,1
100,20181028,1
105,20181028,1
56,20181029,1
85,20181029,1
97,20181029,1
104,20181029,1
109,20181029,1
56,20181030,1
85,20181030,1
97,20181030,1
104,20181030,1
109,20181030,1
57,20181031,1
86,20181031,1
97,20181031,1
104,20181031,1
110,20181031,1
5,20181101,1
89,20181101,1
96,20181101,1
100,20181101,1
105,20181101,1
57,20181102,1
86,20181102,1
98,20181102,1
100,20181102,1
110,20181102,1
4,20181103,1
88,20181103,1
99,20181103,1
100,20181103,1
108,20181103,1
5,20181104,1
89,20181104,1
96,20181104,1
100,20181104,1
105,20181104,1
56,20181105,1
85,20181105,1
97,20181105,1
101,20181105,1
109,20181105,1
56,20181106,1
85,20181106,1
97,20181106,1
101,20181106,1
109,20181106,1
56,20181107,1
85,20181107,1
97,20181107,1
101,20181107,1
109,20181107,1
56,20181108,1
85,20181108,1
97,20181108,1
101,20181108,1
109,20181108,1
57,20181109,1
86,20181109,1
98,20181109,1
102,20181109,1
110,20181109,1
4,20181110,1
88,20181110,1
99,20181110,1
100,20181110,1
108,20181110,1
5,20181111,1
89,20181111,1
96,20181111,1
100,20181111,1
105,20181111,1
56,20181112,1
85,20181112,1
97,20181112,1
101,20181112,1
109,20181112,1
56,20181113,1
85,20181113,1
97,20181113,1
101,20181113,1
109,20181113,1
56,20181114,1
85,20181114,1
97,20181114,1
101,20181114,1
109,20181114,1
56,20181115,1
85,20181115,1
97,20181115,1
101,20181115,1
109,20181115,1
57,20181116,1
86,20181116,1
98,20181116,1
102,20181116,1
110,20181116,1
4,20181117,1
88,20181117,1
99,20181117,1
100,20181117,1
108,20181117,1
5,20181118,1
89,20181118,1
96,20181118,1
100,20181118,1
105,20181118,1
56,20181119,1
85,20181119,1
97,20181119,1
101,20181119,1
109,20181119,1
56,20181120,1
85,20181120,1
97,20181120,1
101,20181120,1
109,20181120,1
56,20181121,1
85,20181121,1
97,20181121,1
101,20181121,1
109,20181121,1
56,20181122,1
85,20181122,1
97,20181122,1
101,20181122,1
109,20181122,1
57,20181123,1
86,20181123,1
98,20181123,1
102,20181123,1
110,20181123,1
4,20181124,1
88,20181124,1
99,20181124,1
100,20181124,1
108,20181124,1
5,20181125,1
89,20181125,1
96,20181125,1
100,20181125,1
105,20181125,1
56,20181126,1
85,20181126,1
97,20181126,1
101,20181126,1
109,20181126,1
56,20181127,1
85,20181127,1
97,20181127,1
101,20181127,1
109,20181127,1
56,20181128,1
85,20181128,1
97,20181128,1
101,20181128,1
109,20181128,1
56,20181129,1
85,20181129,1
97,20181129,1
101,20181129,1
109,20181129,1
57,20181130,1
86,20181130,1
98,20181130,1
102,20181130,1
110,20181130,1
4,20181201,1
88,20181201,1
99,20181201,1
100,20181201,1
108,20181201,1
5,20181202,1
89,20181202,1
96,20181202,1
100,20181202,1
105,20181202,1
56,20181203,1
85,20181203,1
97,20181203,1
101,20181203,1
109,20181203,1
56,20181204,1
85,20181204,1
97,20181204,1
101,20181204,1
109,20181204,1
57,20181205,1
86,20181205,1
97,20181205,1
101,20181205,1
110,20181205,1
5,20181206,1
89,20181206,1
96,20181206,1
100,20181206,1
105,20181206,1
57,20181207,1
86,20181207,1
98,20181207,1
100,20181207,1
110,20181207,1
4,20181208,1
88,20181208,1
96,20181208,1
100,20181208,1
108,20181208,1
5,20181209,1
89,20181209,1
96,20181209,1
100,20181209,1
105,20181209,1
56,20181210,1
85,20181210,1
97,20181210,1
101,20181210,1
109,20181210,1
56,20181211,1
85,20181211,1
97,20181211,1
101,20181211,1
109,20181211,1
56,20181212,1
85,20181212,1
97,20181212,1
101,20181212,1
109,20181212,1
56,20181213,1
85,20181213,1
97,20181213,1
101,20181213,1
109,20181213,1
57,20181214,1
86,20181214,1
98,20181214,1
102,20181214,1
110,20181214,1
4,20181215,1
88,20181215,1
99,20181215,1
100,20181215,1
108,20181215,1
5,20181216,1
89,20181216,1
